epoch,train_loss,val_loss,Acc,Kappa,mIoU,mIoU0,mIoU1,mIoU2,FWIoU,Precision,Precision0,Precision1,Precision2,Recall,Recall0,Recall1,Recall2,F1_score,F1_score0,F1_score1,F1_score2,F2_score,F2_score0,F2_score1,F2_score2
1,0.9583059810101986,0.6822505667805672,0.7646578834170387,0.5257414329303045,0.5122746656355032,0.7357633409386864,0.6838683738729241,0.11719228209489893,0.6919456062622342,0.6120667370052725,0.9721754556653723,0.7269556161980044,0.13706913915244062,0.7062603766540468,0.7515904951280485,0.9202426626915275,0.44694797214256454,0.6232752520720832,0.8477691852536112,0.812258701846522,0.20979786911611653,0.6562933683752613,0.7873187511259028,0.8737776760355445,0.3077836779643366
2,0.7420345051214099,0.5966727696359158,0.79017578609406,0.5670770953421465,0.5493686649376462,0.764416851551286,0.7324968155100555,0.15119232775159722,0.7244613837888909,0.6461545195668678,0.9753268376740849,0.7918433587382808,0.17129336228823758,0.7498946916703676,0.7794904057879837,0.9071795519279696,0.5630141172951496,0.6582495214225924,0.8664810093182923,0.845596718725422,0.26267083622406295,0.6933086326064991,0.8121029260419229,0.8815005031560464,0.38632246862152764
3,0.6772488169372082,0.5417404249310493,0.7993422008696056,0.5847351444511676,0.5672003974502687,0.773571123654129,0.7611079861018293,0.16692208259484814,0.7374541664519256,0.6629414309482626,0.978887710342629,0.8243891590595187,0.18554742344264027,0.773183416049477,0.786696443525265,0.9083851268976266,0.6244686777255397,0.6742574850148241,0.8723316578124408,0.8643512921590907,0.28608950507294073,0.71100211397543,0.8188504687674066,0.8902439587353116,0.42391191442357157
4,0.624969027005136,0.5233997032046318,0.7970256502666171,0.5851469377916728,0.5686286472699534,0.7673958412669477,0.7720505959757238,0.16643950456718895,0.7346507917567384,0.6617767327298556,0.9831432748654941,0.8177349959284357,0.18445192739563693,0.7801262132549017,0.7776275333775843,0.9325210636212322,0.6302300427658887,0.6750453537511162,0.8683915838101662,0.871364049444137,0.28538042799904506,0.7144938141574126,0.811557020349691,0.9070562302853287,0.42486819183721825
5,0.5759494923986495,0.49327851831912994,0.7988426571800595,0.591144694083224,0.576233964121714,0.7685729353087111,0.780693715745437,0.17943524131099395,0.737820143487627,0.6709277776480055,0.9868517289138355,0.8309075230604406,0.19502408096974022,0.7988314320894125,0.7765245813281637,0.9281528908004312,0.6918168241396426,0.6834200354239767,0.869144738795885,0.8768422153727798,0.30427315210326544,0.7254470423070768,0.811098366365948,0.9069244841263241,0.45831827642895817
6,0.5597822777926922,0.46485142782330513,0.8223909650530133,0.6257833190655182,0.5968643976274554,0.7992074911624323,0.788250177030775,0.20313552468915858,0.7639501167207812,0.6854328378602345,0.9856620915834045,0.8491754183282717,0.22146100366902688,0.8119116459928936,0.8086080868494873,0.9165736690479488,0.7105531820812444,0.7025548639094578,0.8883994654689435,0.8815882505606458,0.33767687569878385,0.7446171099291115,0.8387405987566507,0.9022514971324764,0.49285923389820707
7,0.5388961643911898,0.45089660212397575,0.8470653957790799,0.6641482373268511,0.6170589731894965,0.8312209693608681,0.7896527953970562,0.23030315481056543,0.7902318368025842,0.6982934412464376,0.9839327148849574,0.8560412049289182,0.2549064039254368,0.8193017344178721,0.8426588451013446,0.9105715891596002,0.7046747689926715,0.7215605664739488,0.907832510349981,0.882464792006757,0.37438439706510845,0.762518517942568,0.8675721892690476,0.8991167224886032,0.520866642070053
8,0.5102512086741626,0.4404548332095146,0.8297103397429936,0.6407737496089565,0.6051269926382917,0.8052262849034301,0.79292451992153,0.21723017308991513,0.7701802569984075,0.6875216698813782,0.9902591438589559,0.835848135586667,0.2364577301985115,0.8261530662919934,0.8116552014374119,0.9391748056553413,0.727629191783227,0.7111783644113537,0.8921056458889071,0.884504067677217,0.3569253796679369,0.7575364523523737,0.8420290066652778,0.9165150769084751,0.5140652734833681
9,0.5054517528042197,0.40413912385702133,0.8207821316189237,0.6294322139553427,0.6051060566503017,0.794263850423355,0.8008324228155395,0.22022189671201067,0.7633639367600304,0.6952625141481721,0.9931649277580479,0.8599565927873541,0.23266602189911414,0.8413853968807748,0.7986293282446346,0.9209364113508685,0.8045904510468214,0.7118976889306866,0.8853367310534226,0.8894024876192124,0.3609538481194246,0.7595513378264652,0.831191142372479,0.9080582643031417,0.539404606803775
10,0.4855460189282894,0.40500202402472496,0.8490253024631076,0.6719093179199815,0.6254581298331349,0.8315983014009678,0.798001504054292,0.2467745840441447,0.7929304517214881,0.7048837832236853,0.989921987759067,0.8576439456224062,0.2670854162895825,0.8409903784818781,0.8386988771682442,0.9198401255535734,0.7644321327238165,0.7305240556192806,0.9080575104456124,0.8876538732202258,0.3958607831920035,0.7762713309508892,0.8651308112627621,0.9066895320854961,0.5569936495044091
11,0.4694345579482615,0.3918869160115719,0.8407994830419147,0.6608100006766348,0.6213734064688976,0.819453807008581,0.8014576507571712,0.24320876164094063,0.7840484244593536,0.70288020732401,0.9930417496923991,0.8562483799032053,0.2593504923764258,0.8488283489772094,0.8241862170215518,0.9260621414161162,0.7962366884939601,0.7272722253072555,0.900769010285024,0.8897879402533568,0.3912597253833857,0.7758349648481254,0.8532016768723694,0.9112032437977612,0.5630999738742456
