epoch,train_loss,val_loss,Acc,Kappa,mIoU,mIoU0,mIoU1,mIoU2,FWIoU,Precision,Precision0,Precision1,Precision2,Recall,Recall0,Recall1,Recall2,F1_score,F1_score0,F1_score1,F1_score2,F2_score,F2_score0,F2_score1,F2_score2
1,1.0955379446968436,0.8464593887329102,0.7044678945390005,0.42828060321667855,0.44893462841031356,0.6954850623592347,0.5399975337945588,0.11132128907714718,0.6351086064442811,0.5937533735381143,0.9605283957103177,0.6981045140547122,0.12262721084931309,0.6558159182819507,0.7159468299301395,0.704518055114326,0.5469828698013868,0.5740111998774196,0.8203965622003002,0.7012966165135212,0.20034042091843715,0.5936151202809188,0.7543639137944492,0.7032259347088858,0.32325551233942124
2,0.8360469257459044,0.7178477346897125,0.7679918077256944,0.5257017735839986,0.5058691142510141,0.7554732501606951,0.6260850473863318,0.13604904520601535,0.697782948262174,0.6148203180657771,0.9751804538240233,0.7135691199128833,0.15571138046042463,0.7083869138510573,0.7702840615521259,0.8362454485472007,0.5186312314538452,0.6234235750307929,0.8607060754281868,0.770052026925554,0.2395126227386379,0.6554196970656297,0.8040730186540896,0.8084478818221392,0.35373819072066043
3,0.7302387617528439,0.6509964242577553,0.7712043883308531,0.5333318635004112,0.5192170356157283,0.7605474584163319,0.6505578728322194,0.14654577559863366,0.706620853638949,0.634741468226453,0.9773724125923832,0.7639117529244914,0.16294023916248454,0.7271215451766547,0.7741790290131426,0.8142722155698379,0.5929133909469837,0.6359694113160407,0.8639897214225993,0.7882884683028093,0.25563004422271357,0.6665108780696494,0.8077655311959463,0.8036758358719965,0.3880912671410053
4,0.6781349265947938,0.6025487147271633,0.7628139919704862,0.5282550394265484,0.5235424455562845,0.7504764271130978,0.6648483556830534,0.15530255387270228,0.7019478613955301,0.6494671909503889,0.9843881729402787,0.7969342936446844,0.16707910626620362,0.7492649539042054,0.759516282618257,0.8004522263765684,0.6878263527177907,0.6416650089395702,0.8574539036179588,0.7986893812297746,0.2688517419709771,0.673110378485296,0.7958780765743504,0.7997461553248109,0.4237069035567269
5,0.6349248066544533,0.5682798512279987,0.7713874937996031,0.54439102741601,0.5346890812719263,0.7570012310184032,0.6786060695107541,0.1684599432866217,0.7101335894968003,0.6557884938438864,0.988488044678832,0.7990114655152987,0.17986597133752835,0.7695127282473883,0.7637343546156898,0.8182887623578222,0.7265150677686524,0.6528591147988525,0.8616968654704823,0.808535221742194,0.2883452571838812,0.6887786927067442,0.8001191600100148,0.8143592435223693,0.45185767458784887
6,0.6041768183931708,0.5440104492008686,0.7798134940011161,0.5572707461356939,0.5440539573231009,0.7691567489652255,0.6807868676070257,0.18221825539705158,0.7205991516370028,0.6673951246993415,0.9902193113085815,0.8198049657344996,0.19216109705494314,0.7848240777576514,0.7750449112142579,0.8005852740646612,0.7788420479940349,0.6626213480087983,0.8695179158748105,0.8100811310774951,0.3082649970740895,0.6993946651525819,0.810258711231435,0.8043567762719143,0.4835685079543963
7,0.5808342332020402,0.5248630456626415,0.7862680828760541,0.5700168928307644,0.5518834857282785,0.7692236696107271,0.703330809865361,0.1830959777087472,0.7247213039870918,0.662659924160843,0.992492641445626,0.8000943302551882,0.19539280078171462,0.7904013890185023,0.7737256072285585,0.8532762314378111,0.744202328389137,0.6683035685538469,0.8695606762086487,0.8258299580303303,0.3095200714225615,0.7093359082411116,0.8094078352051602,0.842081673231153,0.4765182162870216
8,0.5644775694236159,0.5072096921503544,0.7936442541697669,0.5797325284864117,0.5596876092162215,0.7820184604941026,0.7035686219778654,0.19347574517669633,0.7351409847582178,0.6744922392042203,0.9918626562909505,0.8272841298462176,0.20432993147549255,0.7987865467485512,0.7870681007257437,0.8247076344935634,0.7845839050263467,0.6759644545375814,0.8776771660168645,0.8259938679806181,0.3242223296152616,0.7155258272649464,0.8209700081470511,0.825221646888869,0.5003858267589194
9,0.5554051073268056,0.5013259537518024,0.8033257136269222,0.5934296070680584,0.5687976982959545,0.7937850358449379,0.7127712485615718,0.19983681048135368,0.7461481419043632,0.6806550600744461,0.990539916709902,0.8397962815157264,0.21162898199770983,0.8022505995263995,0.7998486801662051,0.8249397891329907,0.7819633292800028,0.6834825267477416,0.8850391942727357,0.8323017389258348,0.33310664704465437,0.7226156861045644,0.8318780498009432,0.827868885100052,0.508100123412698
10,0.5373528227210045,0.49500779807567596,0.8192009093269469,0.6171406096986144,0.5814240822372477,0.8106627536222119,0.7241997070139421,0.20940978607558916,0.7616455878219152,0.6827711509174638,0.988844533783324,0.8341756909708766,0.2252932279981906,0.8040884741083373,0.8181449687657707,0.8459905128852613,0.74812994067398,0.6939248065604672,0.8954320703998887,0.84004155639008,0.34630079289143284,0.7339905503145566,0.8474015532162633,0.843600847895356,0.5109692498320506
11,0.5179520105011761,0.4756326824426651,0.7999751984126984,0.5919609116461215,0.5708107613979613,0.7851236821780008,0.7270674689626923,0.2002411330531908,0.7420889514796917,0.6804657753103357,0.9934667770402286,0.8369550636256563,0.21097548526512228,0.8112096253245539,0.7891984081684875,0.8470406392805649,0.7973898285246094,0.685088420184362,0.8796294459730334,0.8419676448215059,0.33366816975854685,0.7268465957554522,0.8230438933438722,0.8450041233825173,0.512491770539967
12,0.5108588822185993,0.4679286442697048,0.7956197829473586,0.5867168277533162,0.5689503160800267,0.7784570875952244,0.728865235915497,0.1995286247293587,0.7372650659960689,0.6802135033104179,0.9943638896341667,0.8370835903453573,0.20919302995172967,0.8144163570055724,0.7819071265030964,0.8493492881948687,0.8119926563187522,0.6837599735397205,0.8754297066175433,0.8431718290727294,0.3326783849288887,0.7262671161072092,0.8168112638826716,0.8468674741574,0.5151226102815557
13,0.49934061290696263,0.4587320238351822,0.7954376462906126,0.586722413326771,0.5705491125417471,0.7790252297984904,0.7314660785524456,0.20115602927430554,0.7382550258531911,0.6844075023284297,0.9946821207248081,0.8487305395866026,0.20980984667387867,0.8177502512534293,0.782283370111581,0.8411227324193772,0.8298446512293296,0.6852119104855904,0.8757888447739558,0.8449095056316603,0.33493738105115506,0.7271294231618551,0.8171826745861756,0.8426333611522859,0.5215722337471042
14,0.48548752209171653,0.45191992819309235,0.8069091070265997,0.603091321167092,0.5799111805170639,0.792923204059816,0.7369783245501507,0.20983201294122528,0.7503652215272166,0.6886391005827591,0.9936251452930952,0.8525004590135183,0.21979169744166363,0.8213541715157348,0.7969775887545071,0.8446858309642699,0.8223990948284271,0.6933187753108129,0.8845032490361086,0.8485751489140343,0.34687792798229555,0.7357360992114904,0.829823529061671,0.846237272019803,0.5311474965529971
15,0.4790921634994447,0.44946127757430077,0.8047524104042659,0.6009295893735727,0.5791507838060159,0.7878791886104839,0.7414559378876227,0.20811722491994114,0.7472058821267392,0.6860653189806697,0.9942415062913124,0.8457635653360582,0.21819088531463843,0.8224383048926103,0.7914909795634404,0.8573871334739838,0.8184368016404068,0.6924744545171144,0.8813561779985086,0.8515356804646669,0.3445315050881679,0.7360453800685471,0.8251444663404555,0.8550369285332758,0.5279547453319101
16,0.4719630586914718,0.44001130387187004,0.8101979815770709,0.6095649428117419,0.584242704859959,0.7927615722877778,0.7476723021763318,0.2122942401157672,0.752286840838769,0.6866322365522026,0.9942070112477915,0.8422394099644774,0.2234502884443389,0.8251588015655903,0.7964405045618154,0.8694340585789964,0.8096018415559587,0.6967529579212394,0.8844026780972166,0.8556206983164941,0.35023549735000753,0.7414356837831252,0.8294386999159759,0.86385553633816,0.5310128150952396
17,0.4599385838955641,0.43526868149638176,0.8184349423363095,0.6214126825803712,0.5913481487764132,0.8042469696526368,0.7498760749026893,0.21992140177391342,0.7619008235090978,0.6922269743205071,0.9934261738198067,0.8516112818210149,0.23164346732069943,0.8280249575218668,0.8085500450654125,0.8625827814569537,0.8129420460432341,0.7030387760207518,0.8915042992637934,0.8570619157358089,0.36055011306265305,0.747150865957634,0.8398076007486626,0.8603659219098413,0.5412790752143979
18,0.45889837946742773,0.4295315854251385,0.8113313705202133,0.6116198365869543,0.586903848337966,0.7948442781852462,0.7493349453006544,0.21653232152799756,0.7544150278995921,0.6912194292010606,0.9945955254860342,0.8526299369939293,0.2264328251232181,0.8303717306284398,0.7982921481802003,0.8608260089223408,0.8319970347827783,0.6994628033428985,0.8856971977040687,0.8567083655881927,0.35598284673643366,0.7441118554129315,0.8310989564839975,0.8591742108988906,0.5420623988559066
19,0.4538446427322924,0.42786119133234024,0.8204547942630829,0.6244667816699706,0.5941512041899177,0.8084521202280709,0.7485980894252466,0.22540340291643554,0.7651991126378682,0.6977937728320193,0.9936401470719616,0.8640359699052714,0.2357052015188252,0.8329345647765894,0.8126572525107025,0.8485571113989285,0.8375893304201375,0.7060642824810026,0.8940818578601593,0.8562265846923899,0.3678844048904587,0.7498076576180025,0.8433801187563824,0.8516083539761045,0.5544345001215207
20,0.45254355063661933,0.42158107832074165,0.8109651595827133,0.6118056571306814,0.5884789577285111,0.7931380583890534,0.7562680920029273,0.21603072279355248,0.7543173854460389,0.6922729541130614,0.9949569248030105,0.8561701225578492,0.22569181497832475,0.8324308187960029,0.7963394454336852,0.8663332328687525,0.8346197780855708,0.7003877690792449,0.8846369081852768,0.8612216905335082,0.35530470851895013,0.7452782640881374,0.8294553143490273,0.8642813520259901,0.5420981258893949
21,0.44542435416951776,0.421141792088747,0.8117593432229663,0.6134052339151214,0.5894072804854338,0.7930508219028519,0.7590962193861213,0.21607480016732805,0.7547575904743969,0.6913341389673898,0.9952051910153679,0.8526061086187151,0.22619111726808622,0.832786705020126,0.7960925701613673,0.8737581084420116,0.8285094364569989,0.7009998290706495,0.8845826429325583,0.8630525227937171,0.35536432148567343,0.7464397963504871,0.829275518794506,0.8694441605967298,0.5405997096602254
